Mod:Item:MetaData, Localized Name
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:4, Gabbro Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:5, Basalt Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:6, Komatiite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:7, Dacite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:0, Gneiss Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:1, Eclogite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:2, Marble Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:3, Quartzite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:4, Blue Schist Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:5, Green Schist Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:6, Soapstone Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:7, Migmatite Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:0, Limestone Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:1, Chalk Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:2, Shale Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:3, Siltstone Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:4, Lignite Block Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:5, Dolomite Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:6, Greywacke Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:7, Chert Amber Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:0, Red Granite Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:1, Black Granite Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:2, Rhyolite Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:3, Andesite Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:4, Gabbro Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:5, Basalt Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:6, Komatiite Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_appliedenergistics2_charged_quartz_ore:7, Dacite Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:0, Gneiss Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:1, Eclogite Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:2, Marble Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:3, Quartzite Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:4, Blue Schist Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:5, Green Schist Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:6, Soapstone Charged Certus Quartz Ore
undergroundbiomes:metamorphic_stone_appliedenergistics2_charged_quartz_ore:7, Migmatite Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:0, Limestone Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:1, Chalk Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:2, Shale Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:3, Siltstone Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:4, Lignite Block Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:5, Dolomite Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:6, Greywacke Charged Certus Quartz Ore
undergroundbiomes:sedimentary_stone_appliedenergistics2_charged_quartz_ore:7, Chert Charged Certus Quartz Ore
undergroundbiomes:igneous_stone_lapis_ore:0, Red Granite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:1, Black Granite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:2, Rhyolite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:3, Andesite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:4, Gabbro Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:5, Basalt Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:6, Komatiite Lapis Lazuli Ore
undergroundbiomes:igneous_stone_lapis_ore:7, Dacite Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:0, Gneiss Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:1, Eclogite Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:2, Marble Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:3, Quartzite Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:4, Blue Schist Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:5, Green Schist Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:6, Soapstone Lapis Lazuli Ore
undergroundbiomes:metamorphic_stone_lapis_ore:7, Migmatite Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:0, Limestone Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:1, Chalk Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:2, Shale Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:3, Siltstone Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:4, Lignite Block Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:5, Dolomite Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:6, Greywacke Lapis Lazuli Ore
undergroundbiomes:sedimentary_stone_lapis_ore:7, Chert Lapis Lazuli Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:0, Red Granite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:1, Black Granite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:2, Rhyolite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:3, Andesite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:4, Gabbro Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:5, Basalt Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:6, Komatiite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:7, Dacite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:0, Gneiss Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:1, Eclogite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:2, Marble Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:3, Quartzite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:4, Blue Schist Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:5, Green Schist Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:6, Soapstone Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:7, Migmatite Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:0, Limestone Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:1, Chalk Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:2, Shale Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:3, Siltstone Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:4, Lignite Block Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:5, Dolomite Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:6, Greywacke Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:7, Chert Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:0, Red Granite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:1, Black Granite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:2, Rhyolite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:3, Andesite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:4, Gabbro Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:5, Basalt Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:6, Komatiite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:7, Dacite Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:0, Gneiss Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:1, Eclogite Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:2, Marble Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:3, Quartzite Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:4, Blue Schist Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:5, Green Schist Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:6, Soapstone Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:7, Migmatite Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:0, Limestone Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:1, Chalk Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:2, Shale Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:3, Siltstone Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:4, Lignite Block Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:5, Dolomite Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:6, Greywacke Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:7, Chert Sapphire Ore
undergroundbiomes:igneous_stone_iron_ore:0, Red Granite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:1, Black Granite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:2, Rhyolite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:3, Andesite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:4, Gabbro Iron Ore
undergroundbiomes:igneous_stone_iron_ore:5, Basalt Iron Ore
undergroundbiomes:igneous_stone_iron_ore:6, Komatiite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:7, Dacite Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:0, Gneiss Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:1, Eclogite Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:2, Marble Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:3, Quartzite Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:4, Blue Schist Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:5, Green Schist Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:6, Soapstone Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:7, Migmatite Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:0, Limestone Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:1, Chalk Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:2, Shale Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:3, Siltstone Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:4, Lignite Block Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:5, Dolomite Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:6, Greywacke Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:7, Chert Iron Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:0, Red Granite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:1, Black Granite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:2, Rhyolite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:3, Andesite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:4, Gabbro Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:5, Basalt Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:6, Komatiite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:7, Dacite Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:0, Gneiss Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:1, Eclogite Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:2, Marble Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:3, Quartzite Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:4, Blue Schist Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:5, Green Schist Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:6, Soapstone Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:7, Migmatite Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:0, Limestone Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:1, Chalk Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:2, Shale Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:3, Siltstone Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:4, Lignite Block Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:5, Dolomite Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:6, Greywacke Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:7, Chert Copper Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:0, Red Granite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:1, Black Granite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:2, Rhyolite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:3, Andesite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:4, Gabbro Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:5, Basalt Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:6, Komatiite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:7, Dacite Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:0, Gneiss Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:1, Eclogite Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:2, Marble Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:3, Quartzite Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:4, Blue Schist Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:5, Green Schist Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:6, Soapstone Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:7, Migmatite Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:0, Limestone Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:1, Chalk Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:2, Shale Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:3, Siltstone Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:4, Lignite Block Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:5, Dolomite Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:6, Greywacke Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:7, Chert Peridot Ore
undergroundbiomes:igneous_stone_redstone_ore:0, Red Granite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:1, Black Granite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:2, Rhyolite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:3, Andesite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:4, Gabbro Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:5, Basalt Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:6, Komatiite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:7, Dacite Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:0, Gneiss Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:1, Eclogite Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:2, Marble Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:3, Quartzite Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:4, Blue Schist Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:5, Green Schist Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:6, Soapstone Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:7, Migmatite Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:0, Limestone Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:1, Chalk Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:2, Shale Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:3, Siltstone Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:4, Lignite Block Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:5, Dolomite Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:6, Greywacke Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:7, Chert Redstone Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:0, Red Granite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:1, Black Granite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:2, Rhyolite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:3, Andesite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:4, Gabbro Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:5, Basalt Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:6, Komatiite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:7, Dacite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:0, Gneiss Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:1, Eclogite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:2, Marble Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:3, Quartzite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:4, Blue Schist Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:5, Green Schist Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:6, Soapstone Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:7, Migmatite Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:0, Limestone Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:1, Chalk Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:2, Shale Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:3, Siltstone Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:4, Lignite Block Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:5, Dolomite Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:6, Greywacke Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:7, Chert Silver Ore
undergroundbiomes:igneous_stone_diamond_ore:0, Red Granite Diamond Ore
